SPFB.RTS-12.18,1,10/09/18,10:01,103750.0000000,103900.0000000,103680.0000000,103900.0000000,19	103750.00000	103750,00000	103750	1		10/09/18 открытие	10/09/18 закрытие	10.09.2018 мин	10.09.2018 макс	10/10/18 открытие	10/10/18 закрытие	10/10/18 мин	 10/10/18 макс	08/11/18 открытие	08/11/18 закрытие	08/11/18 мин	08/11/18 макс	08/12/18 открытие	08/12/18 закрытие	08.12.2018 мин	08.12.2018 макс
SPFB.RTS-12.18,1,08/11/18,12:04,116340.0000000,116340.0000000,116140.0000000,116200.0000000,3058	116340.00000	116340,00000	116340																		
SPFB.RTS-12.18,1,08/11/18,12:05,116200.0000000,116210.0000000,116150.0000000,116180.0000000,608	116200.00000	116200,00000	116200																		
SPFB.RTS-12.18,1,08/11/18,12:06,116180.0000000,116270.0000000,116180.0000000,116270.0000000,585	116180.00000	116180,00000	116180																		
SPFB.RTS-12.18,1,08/11/18,12:07,116270.0000000,116280.0000000,116170.0000000,116220.0000000,637	116270.00000	116270,00000	116270																		
SPFB.RTS-12.18,1,08/11/18,12:08,116220.0000000,116280.0000000,116190.0000000,116250.0000000,413	116220.00000	116220,00000	116220																		
SPFB.RTS-12.18,1,08/11/18,12:09,116250.0000000,116260.0000000,116230.0000000,116260.0000000,135	116250.00000	116250,00000	116250																		
SPFB.RTS-12.18,1,08/11/18,12:10,116260.0000000,116260.0000000,116190.0000000,116220.0000000,311	116260.00000	116260,00000	116260																		
SPFB.RTS-12.18,1,08/11/18,12:11,116210.0000000,116260.0000000,116190.0000000,116230.0000000,294	116210.00000	116210,00000	116210																		
SPFB.RTS-12.18,1,08/11/18,12:12,116230.0000000,116300.0000000,116230.0000000,116290.0000000,330	116230.00000	116230,00000	116230																		
SPFB.RTS-12.18,1,08/11/18,12:13,116290.0000000,116310.0000000,116250.0000000,116300.0000000,358	116290.00000	116290,00000	116290																		
SPFB.RTS-12.18,1,08/11/18,12:14,116300.0000000,116320.0000000,116280.0000000,116280.0000000,333	116300.00000	116300,00000	116300																		
SPFB.RTS-12.18,1,08/11/18,12:15,116290.0000000,116310.0000000,116160.0000000,116160.0000000,904	116290.00000	116290,00000	116290																		
SPFB.RTS-12.18,1,08/11/18,12:16,116170.0000000,116240.0000000,116160.0000000,116240.0000000,491	116170.00000	116170,00000	116170																		
SPFB.RTS-12.18,1,08/11/18,12:17,116230.0000000,116280.0000000,116200.0000000,116260.0000000,354	116230.00000	116230,00000	116230																		
SPFB.RTS-12.18,1,08/11/18,12:18,116260.0000000,116300.0000000,116260.0000000,116270.0000000,198	116260.00000	116260,00000	116260																		
SPFB.RTS-12.18,1,08/11/18,12:19,116270.0000000,116300.0000000,116200.0000000,116220.0000000,419	116270.00000	116270,00000	116270																		
SPFB.RTS-12.18,1,08/11/18,12:20,116210.0000000,116250.0000000,116200.0000000,116210.0000000,184	116210.00000	116210,00000	116210																		
SPFB.RTS-12.18,1,08/11/18,12:21,116200.0000000,116230.0000000,116160.0000000,116230.0000000,374	116200.00000	116200,00000	116200																		
SPFB.RTS-12.18,1,08/11/18,12:22,116230.0000000,116270.0000000,116210.0000000,116250.0000000,253	116230.00000	116230,00000	116230																		
SPFB.RTS-12.18,1,08/11/18,12:23,116260.0000000,116260.0000000,116210.0000000,116210.0000000,199	116260.00000	116260,00000	116260																		
SPFB.RTS-12.18,1,08/11/18,12:24,116210.0000000,116220.0000000,116170.0000000,116220.0000000,187	116210.00000	116210,00000	116210																		
SPFB.RTS-12.18,1,08/11/18,12:25,116200.0000000,116260.0000000,116160.0000000,116260.0000000,592	116200.00000	116200,00000	116200																		
SPFB.RTS-12.18,1,08/11/18,12:26,116260.0000000,116270.0000000,116210.0000000,116260.0000000,327	116260.00000	116260,00000	116260																		
SPFB.RTS-12.18,1,08/11/18,12:27,116260.0000000,116270.0000000,116190.0000000,116210.0000000,293	116260.00000	116260,00000	116260																		
SPFB.RTS-12.18,1,08/11/18,12:28,116210.0000000,116250.0000000,116180.0000000,116240.0000000,429	116210.00000	116210,00000	116210																		
SPFB.RTS-12.18,1,08/11/18,12:29,116240.0000000,116250.0000000,116160.0000000,116200.0000000,241	116240.00000	116240,00000	116240																		
SPFB.RTS-12.18,1,08/11/18,12:30,116210.0000000,116260.0000000,116180.0000000,116210.0000000,418	116210.00000	116210,00000	116210																		
SPFB.RTS-12.18,1,08/11/18,12:31,116200.0000000,116200.0000000,116030.0000000,116070.0000000,1593	116200.00000	116200,00000	116200																		
SPFB.RTS-12.18,1,08/11/18,12:32,116060.0000000,116110.0000000,116040.0000000,116070.0000000,768	116060.00000	116060,00000	116060																		
SPFB.RTS-12.18,1,08/11/18,12:33,116060.0000000,116070.0000000,115960.0000000,115970.0000000,1856	116060.00000	116060,00000	116060																		
SPFB.RTS-12.18,1,08/11/18,12:34,115980.0000000,116020.0000000,115950.0000000,116020.0000000,713	115980.00000	115980,00000	115980																		
SPFB.RTS-12.18,1,08/11/18,12:35,116020.0000000,116060.0000000,115980.0000000,115980.0000000,671	116020.00000	116020,00000	116020																		
SPFB.RTS-12.18,1,08/11/18,12:36,115990.0000000,116080.0000000,115980.0000000,116050.0000000,399	115990.00000	115990,00000	115990																		
SPFB.RTS-12.18,1,08/11/18,12:37,116060.0000000,116100.0000000,116050.0000000,116090.0000000,347	116060.00000	116060,00000	116060																		
SPFB.RTS-12.18,1,08/11/18,12:38,116100.0000000,116130.0000000,116050.0000000,116110.0000000,770	116100.00000	116100,00000	116100																		
SPFB.RTS-12.18,1,08/11/18,12:39,116110.0000000,116120.0000000,115990.0000000,116000.0000000,849	116110.00000	116110,00000	116110																		
SPFB.RTS-12.18,1,08/11/18,12:40,116010.0000000,116040.0000000,115910.0000000,115930.0000000,1327	116010.00000	116010,00000	116010																		
SPFB.RTS-12.18,1,08/11/18,12:41,115940.0000000,115960.0000000,115890.0000000,115940.0000000,988	115940.00000	115940,00000	115940																		
SPFB.RTS-12.18,1,08/11/18,12:42,115930.0000000,115960.0000000,115890.0000000,115960.0000000,550	115930.00000	115930,00000	115930																		
SPFB.RTS-12.18,1,08/11/18,12:43,115950.0000000,115980.0000000,115940.0000000,115950.0000000,275	115950.00000	115950,00000	115950																		
SPFB.RTS-12.18,1,08/11/18,12:44,115940.0000000,115980.0000000,115940.0000000,115950.0000000,244	115940.00000	115940,00000	115940																		
SPFB.RTS-12.18,1,08/11/18,12:45,115940.0000000,115980.0000000,115900.0000000,115970.0000000,309	115940.00000	115940,00000	115940																		
SPFB.RTS-12.18,1,08/11/18,12:46,115960.0000000,116030.0000000,115920.0000000,116010.0000000,500	115960.00000	115960,00000	115960																		
SPFB.RTS-12.18,1,08/11/18,12:47,116010.0000000,116020.0000000,115950.0000000,115950.0000000,211	116010.00000	116010,00000	116010																		
SPFB.RTS-12.18,1,08/11/18,12:48,115950.0000000,115990.0000000,115920.0000000,115970.0000000,423	115950.00000	115950,00000	115950																		
SPFB.RTS-12.18,1,08/11/18,12:49,115960.0000000,115970.0000000,115880.0000000,115940.0000000,599	115960.00000	115960,00000	115960																		
SPFB.RTS-12.18,1,08/11/18,12:50,115950.0000000,115960.0000000,115860.0000000,115860.0000000,363	115950.00000	115950,00000	115950																		
SPFB.RTS-12.18,1,08/11/18,12:51,115860.0000000,115910.0000000,115830.0000000,115870.0000000,598	115860.00000	115860,00000	115860																		
SPFB.RTS-12.18,1,08/11/18,12:52,115870.0000000,115930.0000000,115860.0000000,115880.0000000,405	115870.00000	115870,00000	115870																		
SPFB.RTS-12.18,1,08/11/18,12:53,115870.0000000,115900.0000000,115850.0000000,115880.0000000,327	115870.00000	115870,00000	115870																		
SPFB.RTS-12.18,1,08/11/18,12:54,115880.0000000,115930.0000000,115850.0000000,115860.0000000,443	115880.00000	115880,00000	115880																		
SPFB.RTS-12.18,1,08/11/18,12:55,115860.0000000,115870.0000000,115770.0000000,115780.0000000,1461	115860.00000	115860,00000	115860																		
SPFB.RTS-12.18,1,08/11/18,12:56,115770.0000000,115850.0000000,115760.0000000,115840.0000000,589	115770.00000	115770,00000	115770																		
SPFB.RTS-12.18,1,08/11/18,12:57,115840.0000000,115850.0000000,115740.0000000,115780.0000000,630	115840.00000	115840,00000	115840																		
SPFB.RTS-12.18,1,08/11/18,12:58,115770.0000000,115790.0000000,115730.0000000,115750.0000000,411	115770.00000	115770,00000	115770																		
SPFB.RTS-12.18,1,08/11/18,12:59,115750.0000000,115790.0000000,115710.0000000,115770.0000000,564	115750.00000	115750,00000	115750																		
SPFB.RTS-12.18,1,08/11/18,13:00,115770.0000000,115780.0000000,115650.0000000,115690.0000000,1333	115770.00000	115770,00000	115770																		
SPFB.RTS-12.18,1,08/11/18,13:01,115700.0000000,115710.0000000,115590.0000000,115650.0000000,2203	115700.00000	115700,00000	115700																		
SPFB.RTS-12.18,1,08/11/18,13:02,115640.0000000,115700.0000000,115620.0000000,115670.0000000,799	115640.00000	115640,00000	115640																		
SPFB.RTS-12.18,1,08/11/18,13:03,115670.0000000,115710.0000000,115600.0000000,115630.0000000,1192	115670.00000	115670,00000	115670																		
SPFB.RTS-12.18,1,08/11/18,13:04,115640.0000000,115680.0000000,115480.0000000,115500.0000000,4924	115640.00000	115640,00000	115640																		
SPFB.RTS-12.18,1,08/11/18,13:05,115490.0000000,115520.0000000,115430.0000000,115490.0000000,1216	115490.00000	115490,00000	115490																		
SPFB.RTS-12.18,1,08/11/18,13:06,115490.0000000,115580.0000000,115470.0000000,115550.0000000,1033	115490.00000	115490,00000	115490																		
SPFB.RTS-12.18,1,08/11/18,13:07,115550.0000000,115640.0000000,115540.0000000,115610.0000000,973	115550.00000	115550,00000	115550																		
SPFB.RTS-12.18,1,08/11/18,13:08,115600.0000000,115620.0000000,115590.0000000,115600.0000000,423	115600.00000	115600,00000	115600																		
SPFB.RTS-12.18,1,08/11/18,13:09,115600.0000000,115600.0000000,115560.0000000,115590.0000000,386	115600.00000	115600,00000	115600																		
SPFB.RTS-12.18,1,08/11/18,13:10,115570.0000000,115630.0000000,115550.0000000,115620.0000000,427	115570.00000	115570,00000	115570																		
SPFB.RTS-12.18,1,08/11/18,13:11,115620.0000000,115690.0000000,115620.0000000,115630.0000000,1315	115620.00000	115620,00000	115620																		
SPFB.RTS-12.18,1,08/11/18,13:12,115630.0000000,115660.0000000,115630.0000000,115640.0000000,235	115630.00000	115630,00000	115630																		
SPFB.RTS-12.18,1,08/11/18,13:13,115630.0000000,115640.0000000,115600.0000000,115630.0000000,565	115630.00000	115630,00000	115630																		
SPFB.RTS-12.18,1,08/11/18,13:14,115630.0000000,115660.0000000,115590.0000000,115660.0000000,515	115630.00000	115630,00000	115630																		
SPFB.RTS-12.18,1,08/11/18,13:15,115660.0000000,115730.0000000,115640.0000000,115720.0000000,473	115660.00000	115660,00000	115660																		
SPFB.RTS-12.18,1,08/11/18,13:16,115730.0000000,115740.0000000,115670.0000000,115690.0000000,789	115730.00000	115730,00000	115730																		
SPFB.RTS-12.18,1,08/11/18,13:17,115690.0000000,115690.0000000,115650.0000000,115680.0000000,486	115690.00000	115690,00000	115690																		
SPFB.RTS-12.18,1,08/11/18,13:18,115680.0000000,115730.0000000,115670.0000000,115710.0000000,543	115680.00000	115680,00000	115680																		
SPFB.RTS-12.18,1,08/11/18,13:19,115690.0000000,115720.0000000,115680.0000000,115720.0000000,399	115690.00000	115690,00000	115690																		
SPFB.RTS-12.18,1,08/11/18,13:20,115730.0000000,115730.0000000,115670.0000000,115710.0000000,873	115730.00000	115730,00000	115730																		
SPFB.RTS-12.18,1,08/11/18,13:21,115710.0000000,115760.0000000,115680.0000000,115680.0000000,1181	115710.00000	115710,00000	115710																		
SPFB.RTS-12.18,1,08/11/18,13:22,115680.0000000,115760.0000000,115680.0000000,115740.0000000,366	115680.00000	115680,00000	115680																		
SPFB.RTS-12.18,1,08/11/18,13:23,115740.0000000,115740.0000000,115680.0000000,115690.0000000,429	115740.00000	115740,00000	115740																		
SPFB.RTS-12.18,1,08/11/18,13:24,115690.0000000,115690.0000000,115640.0000000,115650.0000000,383	115690.00000	115690,00000	115690																		
SPFB.RTS-12.18,1,08/11/18,13:25,115650.0000000,115700.0000000,115600.0000000,115680.0000000,1312	115650.00000	115650,00000	115650																		
SPFB.RTS-12.18,1,08/11/18,13:26,115680.0000000,115700.0000000,115610.0000000,115610.0000000,452	115680.00000	115680,00000	115680																		
SPFB.RTS-12.18,1,08/11/18,13:27,115620.0000000,115640.0000000,115570.0000000,115580.0000000,785	115620.00000	115620,00000	115620																		
SPFB.RTS-12.18,1,08/11/18,13:28,115590.0000000,115600.0000000,115570.0000000,115570.0000000,362	115590.00000	115590,00000	115590																		
SPFB.RTS-12.18,1,08/11/18,13:29,115570.0000000,115580.0000000,115530.0000000,115560.0000000,527	115570.00000	115570,00000	115570																		
SPFB.RTS-12.18,1,08/11/18,13:30,115560.0000000,115590.0000000,115540.0000000,115590.0000000,316	115560.00000	115560,00000	115560																		
SPFB.RTS-12.18,1,08/11/18,13:31,115580.0000000,115590.0000000,115500.0000000,115510.0000000,972	115580.00000	115580,00000	115580																		
SPFB.RTS-12.18,1,08/11/18,13:32,115510.0000000,115600.0000000,115510.0000000,115600.0000000,716	115510.00000	115510,00000	115510																		
SPFB.RTS-12.18,1,08/11/18,13:33,115600.0000000,115620.0000000,115570.0000000,115600.0000000,306	115600.00000	115600,00000	115600																		
SPFB.RTS-12.18,1,08/11/18,13:34,115590.0000000,115610.0000000,115550.0000000,115570.0000000,487	115590.00000	115590,00000	115590																		
SPFB.RTS-12.18,1,08/11/18,13:35,115570.0000000,115600.0000000,115550.0000000,115600.0000000,208	115570.00000	115570,00000	115570																		
SPFB.RTS-12.18,1,08/11/18,13:36,115600.0000000,115640.0000000,115590.0000000,115610.0000000,793	115600.00000	115600,00000	115600																		
SPFB.RTS-12.18,1,08/11/18,13:37,115600.0000000,115640.0000000,115590.0000000,115590.0000000,199	115600.00000	115600,00000	115600																		
SPFB.RTS-12.18,1,08/11/18,13:38,115580.0000000,115590.0000000,115550.0000000,115570.0000000,448	115580.00000	115580,00000	115580																		
SPFB.RTS-12.18,1,08/11/18,13:39,115570.0000000,115600.0000000,115550.0000000,115550.0000000,145	115570.00000	115570,00000	115570																		
SPFB.RTS-12.18,1,08/11/18,13:40,115550.0000000,115670.0000000,115540.0000000,115660.0000000,1262	115550.00000	115550,00000	115550																		
SPFB.RTS-12.18,1,08/11/18,13:41,115660.0000000,115690.0000000,115640.0000000,115640.0000000,466	115660.00000	115660,00000	115660																		
SPFB.RTS-12.18,1,08/11/18,13:42,115630.0000000,115670.0000000,115630.0000000,115640.0000000,294	115630.00000	115630,00000	115630																		
SPFB.RTS-12.18,1,08/11/18,13:43,115640.0000000,115680.0000000,115620.0000000,115650.0000000,395	115640.00000	115640,00000	115640																		
SPFB.RTS-12.18,1,08/11/18,13:44,115650.0000000,115650.0000000,115540.0000000,115560.0000000,850	115650.00000	115650,00000	115650																		
SPFB.RTS-12.18,1,08/11/18,13:45,115560.0000000,115590.0000000,115550.0000000,115550.0000000,229	115560.00000	115560,00000	115560																		
SPFB.RTS-12.18,1,08/11/18,13:46,115550.0000000,115590.0000000,115500.0000000,115570.0000000,821	115550.00000	115550,00000	115550																		
SPFB.RTS-12.18,1,08/11/18,13:47,115550.0000000,115600.0000000,115550.0000000,115590.0000000,346	115550.00000	115550,00000	115550																		
SPFB.RTS-12.18,1,08/11/18,13:48,115590.0000000,115600.0000000,115540.0000000,115600.0000000,578	115590.00000	115590,00000	115590																		
SPFB.RTS-12.18,1,08/11/18,13:49,115600.0000000,115740.0000000,115600.0000000,115730.0000000,1666	115600.00000	115600,00000	115600																		
SPFB.RTS-12.18,1,08/11/18,13:50,115720.0000000,115740.0000000,115670.0000000,115680.0000000,906	115720.00000	115720,00000	115720																		
SPFB.RTS-12.18,1,08/11/18,13:51,115680.0000000,115680.0000000,115470.0000000,115510.0000000,2049	115680.00000	115680,00000	115680																		
SPFB.RTS-12.18,1,08/11/18,13:52,115510.0000000,115540.0000000,115500.0000000,115500.0000000,600	115510.00000	115510,00000	115510																		
SPFB.RTS-12.18,1,08/11/18,13:53,115500.0000000,115590.0000000,115490.0000000,115590.0000000,682	115500.00000	115500,00000	115500																		
SPFB.RTS-12.18,1,08/11/18,13:54,115590.0000000,115610.0000000,115570.0000000,115610.0000000,162	115590.00000	115590,00000	115590																		
SPFB.RTS-12.18,1,08/11/18,13:55,115610.0000000,115630.0000000,115570.0000000,115610.0000000,253	115610.00000	115610,00000	115610																		
SPFB.RTS-12.18,1,08/11/18,13:56,115610.0000000,115620.0000000,115530.0000000,115540.0000000,196	115610.00000	115610,00000	115610																		
SPFB.RTS-12.18,1,08/11/18,13:57,115540.0000000,115540.0000000,115480.0000000,115500.0000000,693	115540.00000	115540,00000	115540																		
SPFB.RTS-12.18,1,08/11/18,13:58,115500.0000000,115550.0000000,115500.0000000,115530.0000000,274	115500.00000	115500,00000	115500																		
SPFB.RTS-12.18,1,08/11/18,13:59,115540.0000000,115550.0000000,115520.0000000,115520.0000000,129	115540.00000	115540,00000	115540																		
