SPFB.RTS-12.18,1,10/09/18,10:01,103750.0000000,103900.0000000,103680.0000000,103900.0000000,19	103750.00000	103750,00000	103750	1		10/09/18 открытие	10/09/18 закрытие	10.09.2018 мин	10.09.2018 макс	10/10/18 открытие	10/10/18 закрытие	10/10/18 мин	 10/10/18 макс	08/11/18 открытие	08/11/18 закрытие	08/11/18 мин	08/11/18 макс	08/12/18 открытие	08/12/18 закрытие	08.12.2018 мин	08.12.2018 макс
SPFB.RTS-12.18,1,10/10/18,22:44,112750.0000000,112810.0000000,112710.0000000,112740.0000000,412	112750.00000	112750,00000	112750																		
SPFB.RTS-12.18,1,10/10/18,22:45,112740.0000000,112810.0000000,112730.0000000,112800.0000000,284	112740.00000	112740,00000	112740																		
SPFB.RTS-12.18,1,10/10/18,22:46,112800.0000000,112800.0000000,112700.0000000,112750.0000000,566	112800.00000	112800,00000	112800																		
SPFB.RTS-12.18,1,10/10/18,22:47,112730.0000000,112740.0000000,112690.0000000,112720.0000000,475	112730.00000	112730,00000	112730																		
SPFB.RTS-12.18,1,10/10/18,22:48,112720.0000000,112750.0000000,112660.0000000,112740.0000000,1178	112720.00000	112720,00000	112720																		
SPFB.RTS-12.18,1,10/10/18,22:49,112730.0000000,112730.0000000,112490.0000000,112650.0000000,4426	112730.00000	112730,00000	112730																		
SPFB.RTS-12.18,1,10/10/18,22:50,112650.0000000,112780.0000000,112650.0000000,112750.0000000,1103	112650.00000	112650,00000	112650																		
SPFB.RTS-12.18,1,10/10/18,22:51,112740.0000000,112750.0000000,112660.0000000,112690.0000000,511	112740.00000	112740,00000	112740																		
SPFB.RTS-12.18,1,10/10/18,22:52,112700.0000000,112720.0000000,112620.0000000,112640.0000000,451	112700.00000	112700,00000	112700																		
SPFB.RTS-12.18,1,10/10/18,22:53,112640.0000000,112670.0000000,112550.0000000,112580.0000000,746	112640.00000	112640,00000	112640																		
SPFB.RTS-12.18,1,10/10/18,22:54,112600.0000000,112620.0000000,112550.0000000,112550.0000000,415	112600.00000	112600,00000	112600																		
SPFB.RTS-12.18,1,10/10/18,22:55,112560.0000000,112570.0000000,112480.0000000,112500.0000000,1117	112560.00000	112560,00000	112560																		
SPFB.RTS-12.18,1,10/10/18,22:56,112490.0000000,112510.0000000,112380.0000000,112400.0000000,1666	112490.00000	112490,00000	112490																		
SPFB.RTS-12.18,1,10/10/18,22:57,112390.0000000,112430.0000000,112320.0000000,112390.0000000,1485	112390.00000	112390,00000	112390																		
SPFB.RTS-12.18,1,10/10/18,22:58,112390.0000000,112450.0000000,112370.0000000,112410.0000000,1384	112390.00000	112390,00000	112390																		
SPFB.RTS-12.18,1,10/10/18,22:59,112400.0000000,112500.0000000,112380.0000000,112390.0000000,646	112400.00000	112400,00000	112400																		
SPFB.RTS-12.18,1,10/10/18,23:00,112390.0000000,112420.0000000,112340.0000000,112360.0000000,1115	112390.00000	112390,00000	112390																		
SPFB.RTS-12.18,1,10/10/18,23:01,112350.0000000,112520.0000000,112340.0000000,112500.0000000,1321	112350.00000	112350,00000	112350																		
SPFB.RTS-12.18,1,10/10/18,23:02,112490.0000000,112520.0000000,112400.0000000,112440.0000000,390	112490.00000	112490,00000	112490																		
SPFB.RTS-12.18,1,10/10/18,23:03,112440.0000000,112480.0000000,112420.0000000,112440.0000000,175	112440.00000	112440,00000	112440																		
SPFB.RTS-12.18,1,10/10/18,23:04,112450.0000000,112470.0000000,112440.0000000,112470.0000000,113	112450.00000	112450,00000	112450																		
SPFB.RTS-12.18,1,10/10/18,23:05,112470.0000000,112470.0000000,112400.0000000,112460.0000000,519	112470.00000	112470,00000	112470																		
SPFB.RTS-12.18,1,10/10/18,23:06,112470.0000000,112470.0000000,112290.0000000,112350.0000000,1067	112470.00000	112470,00000	112470																		
SPFB.RTS-12.18,1,10/10/18,23:07,112350.0000000,112400.0000000,112340.0000000,112370.0000000,341	112350.00000	112350,00000	112350																		
SPFB.RTS-12.18,1,10/10/18,23:08,112360.0000000,112370.0000000,112290.0000000,112320.0000000,427	112360.00000	112360,00000	112360																		
SPFB.RTS-12.18,1,10/10/18,23:09,112320.0000000,112400.0000000,112310.0000000,112330.0000000,301	112320.00000	112320,00000	112320																		
SPFB.RTS-12.18,1,10/10/18,23:10,112330.0000000,112340.0000000,112290.0000000,112320.0000000,345	112330.00000	112330,00000	112330																		
SPFB.RTS-12.18,1,10/10/18,23:11,112310.0000000,112330.0000000,112260.0000000,112260.0000000,391	112310.00000	112310,00000	112310																		
SPFB.RTS-12.18,1,10/10/18,23:12,112270.0000000,112300.0000000,112250.0000000,112250.0000000,271	112270.00000	112270,00000	112270																		
SPFB.RTS-12.18,1,10/10/18,23:13,112240.0000000,112310.0000000,112190.0000000,112220.0000000,909	112240.00000	112240,00000	112240																		
SPFB.RTS-12.18,1,10/10/18,23:14,112230.0000000,112250.0000000,112170.0000000,112190.0000000,478	112230.00000	112230,00000	112230																		
SPFB.RTS-12.18,1,10/10/18,23:15,112190.0000000,112210.0000000,112150.0000000,112180.0000000,441	112190.00000	112190,00000	112190																		
SPFB.RTS-12.18,1,10/10/18,23:16,112170.0000000,112190.0000000,112110.0000000,112130.0000000,688	112170.00000	112170,00000	112170																		
SPFB.RTS-12.18,1,10/10/18,23:17,112130.0000000,112130.0000000,112050.0000000,112060.0000000,805	112130.00000	112130,00000	112130																		
SPFB.RTS-12.18,1,10/10/18,23:18,112080.0000000,112090.0000000,112050.0000000,112080.0000000,347	112080.00000	112080,00000	112080																		
SPFB.RTS-12.18,1,10/10/18,23:19,112090.0000000,112090.0000000,112070.0000000,112090.0000000,234	112090.00000	112090,00000	112090																		
SPFB.RTS-12.18,1,10/10/18,23:20,112080.0000000,112270.0000000,112080.0000000,112250.0000000,1094	112080.00000	112080,00000	112080																		
SPFB.RTS-12.18,1,10/10/18,23:21,112240.0000000,112260.0000000,112170.0000000,112180.0000000,253	112240.00000	112240,00000	112240																		
SPFB.RTS-12.18,1,10/10/18,23:22,112180.0000000,112270.0000000,112170.0000000,112230.0000000,448	112180.00000	112180,00000	112180																		
SPFB.RTS-12.18,1,10/10/18,23:23,112250.0000000,112290.0000000,112230.0000000,112260.0000000,227	112250.00000	112250,00000	112250																		
SPFB.RTS-12.18,1,10/10/18,23:24,112260.0000000,112290.0000000,112250.0000000,112260.0000000,335	112260.00000	112260,00000	112260																		
SPFB.RTS-12.18,1,10/10/18,23:25,112270.0000000,112290.0000000,112260.0000000,112280.0000000,198	112270.00000	112270,00000	112270																		
SPFB.RTS-12.18,1,10/10/18,23:26,112270.0000000,112270.0000000,112230.0000000,112240.0000000,275	112270.00000	112270,00000	112270																		
SPFB.RTS-12.18,1,10/10/18,23:27,112230.0000000,112240.0000000,112210.0000000,112240.0000000,70	112230.00000	112230,00000	112230																		
SPFB.RTS-12.18,1,10/10/18,23:28,112240.0000000,112240.0000000,112210.0000000,112220.0000000,42	112240.00000	112240,00000	112240																		
SPFB.RTS-12.18,1,10/10/18,23:29,112220.0000000,112220.0000000,112190.0000000,112210.0000000,132	112220.00000	112220,00000	112220																		
SPFB.RTS-12.18,1,10/10/18,23:30,112220.0000000,112230.0000000,112170.0000000,112190.0000000,150	112220.00000	112220,00000	112220																		
SPFB.RTS-12.18,1,10/10/18,23:31,112200.0000000,112220.0000000,112050.0000000,112080.0000000,828	112200.00000	112200,00000	112200																		
SPFB.RTS-12.18,1,10/10/18,23:32,112070.0000000,112200.0000000,112070.0000000,112150.0000000,393	112070.00000	112070,00000	112070																		
SPFB.RTS-12.18,1,10/10/18,23:33,112140.0000000,112210.0000000,112140.0000000,112160.0000000,549	112140.00000	112140,00000	112140																		
SPFB.RTS-12.18,1,10/10/18,23:34,112160.0000000,112170.0000000,112150.0000000,112170.0000000,83	112160.00000	112160,00000	112160																		
SPFB.RTS-12.18,1,10/10/18,23:35,112160.0000000,112170.0000000,112140.0000000,112140.0000000,161	112160.00000	112160,00000	112160																		
SPFB.RTS-12.18,1,10/10/18,23:36,112140.0000000,112150.0000000,112130.0000000,112140.0000000,235	112140.00000	112140,00000	112140																		
SPFB.RTS-12.18,1,10/10/18,23:37,112140.0000000,112150.0000000,112100.0000000,112150.0000000,303	112140.00000	112140,00000	112140																		
SPFB.RTS-12.18,1,10/10/18,23:38,112160.0000000,112270.0000000,112160.0000000,112270.0000000,393	112160.00000	112160,00000	112160																		
SPFB.RTS-12.18,1,10/10/18,23:39,112260.0000000,112270.0000000,112220.0000000,112230.0000000,190	112260.00000	112260,00000	112260																		
SPFB.RTS-12.18,1,10/10/18,23:40,112230.0000000,112270.0000000,112230.0000000,112240.0000000,158	112230.00000	112230,00000	112230																		
SPFB.RTS-12.18,1,10/10/18,23:41,112240.0000000,112360.0000000,112240.0000000,112340.0000000,852	112240.00000	112240,00000	112240																		
SPFB.RTS-12.18,1,10/10/18,23:42,112330.0000000,112430.0000000,112320.0000000,112400.0000000,858	112330.00000	112330,00000	112330																		
SPFB.RTS-12.18,1,10/10/18,23:43,112400.0000000,112420.0000000,112360.0000000,112380.0000000,332	112400.00000	112400,00000	112400																		
SPFB.RTS-12.18,1,10/10/18,23:44,112370.0000000,112370.0000000,112290.0000000,112320.0000000,409	112370.00000	112370,00000	112370																		
SPFB.RTS-12.18,1,10/10/18,23:45,112300.0000000,112320.0000000,112280.0000000,112300.0000000,103	112300.00000	112300,00000	112300																		
SPFB.RTS-12.18,1,10/10/18,23:46,112280.0000000,112300.0000000,112250.0000000,112250.0000000,216	112280.00000	112280,00000	112280																		
SPFB.RTS-12.18,1,10/10/18,23:47,112240.0000000,112250.0000000,112210.0000000,112220.0000000,472	112240.00000	112240,00000	112240																		
SPFB.RTS-12.18,1,10/10/18,23:48,112220.0000000,112240.0000000,112170.0000000,112170.0000000,197	112220.00000	112220,00000	112220																		
SPFB.RTS-12.18,1,10/10/18,23:49,112160.0000000,112210.0000000,112120.0000000,112170.0000000,788	112160.00000	112160,00000	112160																		
SPFB.RTS-12.18,1,10/10/18,23:50,112180.0000000,112200.0000000,112070.0000000,112070.0000000,735	112180.00000	112180,00000	112180	4																	
SPFB.RTS-12.18,1,08/11/18,10:01,115980.0000000,116350.0000000,115980.0000000,116090.0000000,2845	115980.00000	115980,00000	115980	5																	
SPFB.RTS-12.18,1,08/11/18,10:02,116100.0000000,116160.0000000,116030.0000000,116110.0000000,2070	116100.00000	116100,00000	116100																		
SPFB.RTS-12.18,1,08/11/18,10:03,116110.0000000,116140.0000000,115950.0000000,116060.0000000,1164	116110.00000	116110,00000	116110																		
SPFB.RTS-12.18,1,08/11/18,10:04,116060.0000000,116070.0000000,115850.0000000,115860.0000000,1241	116060.00000	116060,00000	116060																		
SPFB.RTS-12.18,1,08/11/18,10:05,115860.0000000,115910.0000000,115770.0000000,115890.0000000,2077	115860.00000	115860,00000	115860																		
SPFB.RTS-12.18,1,08/11/18,10:06,115890.0000000,115890.0000000,115720.0000000,115750.0000000,1385	115890.00000	115890,00000	115890																		
SPFB.RTS-12.18,1,08/11/18,10:07,115750.0000000,115800.0000000,115710.0000000,115760.0000000,890	115750.00000	115750,00000	115750																		
SPFB.RTS-12.18,1,08/11/18,10:08,115760.0000000,115780.0000000,115680.0000000,115730.0000000,962	115760.00000	115760,00000	115760																		
SPFB.RTS-12.18,1,08/11/18,10:09,115730.0000000,115870.0000000,115700.0000000,115850.0000000,844	115730.00000	115730,00000	115730																		
SPFB.RTS-12.18,1,08/11/18,10:10,115870.0000000,116050.0000000,115840.0000000,116020.0000000,1693	115870.00000	115870,00000	115870																		
SPFB.RTS-12.18,1,08/11/18,10:11,116030.0000000,116100.0000000,115950.0000000,116070.0000000,1466	116030.00000	116030,00000	116030																		
SPFB.RTS-12.18,1,08/11/18,10:12,116050.0000000,116200.0000000,116040.0000000,116200.0000000,990	116050.00000	116050,00000	116050																		
SPFB.RTS-12.18,1,08/11/18,10:13,116190.0000000,116200.0000000,116070.0000000,116140.0000000,1029	116190.00000	116190,00000	116190																		
SPFB.RTS-12.18,1,08/11/18,10:14,116130.0000000,116160.0000000,116080.0000000,116130.0000000,777	116130.00000	116130,00000	116130																		
SPFB.RTS-12.18,1,08/11/18,10:15,116110.0000000,116150.0000000,116050.0000000,116070.0000000,568	116110.00000	116110,00000	116110																		
SPFB.RTS-12.18,1,08/11/18,10:16,116070.0000000,116170.0000000,116040.0000000,116170.0000000,1179	116070.00000	116070,00000	116070																		
SPFB.RTS-12.18,1,08/11/18,10:17,116160.0000000,116310.0000000,116150.0000000,116310.0000000,1558	116160.00000	116160,00000	116160																		
SPFB.RTS-12.18,1,08/11/18,10:18,116310.0000000,116320.0000000,116240.0000000,116270.0000000,661	116310.00000	116310,00000	116310																		
SPFB.RTS-12.18,1,08/11/18,10:19,116270.0000000,116300.0000000,116220.0000000,116250.0000000,1010	116270.00000	116270,00000	116270																		
SPFB.RTS-12.18,1,08/11/18,10:20,116240.0000000,116270.0000000,116200.0000000,116240.0000000,688	116240.00000	116240,00000	116240																		
SPFB.RTS-12.18,1,08/11/18,10:21,116250.0000000,116270.0000000,116190.0000000,116220.0000000,602	116250.00000	116250,00000	116250																		
SPFB.RTS-12.18,1,08/11/18,10:22,116210.0000000,116210.0000000,116140.0000000,116200.0000000,686	116210.00000	116210,00000	116210																		
SPFB.RTS-12.18,1,08/11/18,10:23,116200.0000000,116210.0000000,116170.0000000,116210.0000000,278	116200.00000	116200,00000	116200																		
SPFB.RTS-12.18,1,08/11/18,10:24,116200.0000000,116260.0000000,116140.0000000,116190.0000000,838	116200.00000	116200,00000	116200																		
SPFB.RTS-12.18,1,08/11/18,10:25,116180.0000000,116210.0000000,116080.0000000,116080.0000000,941	116180.00000	116180,00000	116180																		
SPFB.RTS-12.18,1,08/11/18,10:26,116090.0000000,116130.0000000,115910.0000000,115950.0000000,1356	116090.00000	116090,00000	116090																		
SPFB.RTS-12.18,1,08/11/18,10:27,115950.0000000,115970.0000000,115810.0000000,115830.0000000,1364	115950.00000	115950,00000	115950																		
SPFB.RTS-12.18,1,08/11/18,10:28,115820.0000000,115840.0000000,115580.0000000,115630.0000000,3828	115820.00000	115820,00000	115820																		
SPFB.RTS-12.18,1,08/11/18,10:29,115620.0000000,115670.0000000,115550.0000000,115640.0000000,1310	115620.00000	115620,00000	115620																		
SPFB.RTS-12.18,1,08/11/18,10:30,115640.0000000,115660.0000000,115580.0000000,115620.0000000,913	115640.00000	115640,00000	115640																		
SPFB.RTS-12.18,1,08/11/18,10:31,115600.0000000,115610.0000000,115450.0000000,115500.0000000,3059	115600.00000	115600,00000	115600																		
SPFB.RTS-12.18,1,08/11/18,10:32,115500.0000000,115520.0000000,115450.0000000,115490.0000000,939	115500.00000	115500,00000	115500																		
SPFB.RTS-12.18,1,08/11/18,10:33,115500.0000000,115600.0000000,115380.0000000,115580.0000000,2627	115500.00000	115500,00000	115500																		
SPFB.RTS-12.18,1,08/11/18,10:34,115560.0000000,115700.0000000,115500.0000000,115680.0000000,1713	115560.00000	115560,00000	115560																		
SPFB.RTS-12.18,1,08/11/18,10:35,115690.0000000,115710.0000000,115580.0000000,115590.0000000,1057	115690.00000	115690,00000	115690																		
SPFB.RTS-12.18,1,08/11/18,10:36,115580.0000000,115610.0000000,115480.0000000,115590.0000000,1105	115580.00000	115580,00000	115580																		
SPFB.RTS-12.18,1,08/11/18,10:37,115590.0000000,115590.0000000,115530.0000000,115570.0000000,511	115590.00000	115590,00000	115590																		
SPFB.RTS-12.18,1,08/11/18,10:38,115560.0000000,115590.0000000,115540.0000000,115570.0000000,390	115560.00000	115560,00000	115560																		
SPFB.RTS-12.18,1,08/11/18,10:39,115560.0000000,115560.0000000,115450.0000000,115450.0000000,1296	115560.00000	115560,00000	115560																		
SPFB.RTS-12.18,1,08/11/18,10:40,115460.0000000,115520.0000000,115430.0000000,115440.0000000,944	115460.00000	115460,00000	115460																		
SPFB.RTS-12.18,1,08/11/18,10:41,115440.0000000,115600.0000000,115400.0000000,115580.0000000,1567	115440.00000	115440,00000	115440																		
SPFB.RTS-12.18,1,08/11/18,10:42,115560.0000000,115600.0000000,115500.0000000,115540.0000000,713	115560.00000	115560,00000	115560																		
SPFB.RTS-12.18,1,08/11/18,10:43,115540.0000000,115550.0000000,115500.0000000,115530.0000000,273	115540.00000	115540,00000	115540																		
SPFB.RTS-12.18,1,08/11/18,10:44,115530.0000000,115610.0000000,115510.0000000,115570.0000000,599	115530.00000	115530,00000	115530																		
SPFB.RTS-12.18,1,08/11/18,10:45,115570.0000000,115610.0000000,115550.0000000,115580.0000000,381	115570.00000	115570,00000	115570																		
SPFB.RTS-12.18,1,08/11/18,10:46,115580.0000000,115670.0000000,115540.0000000,115640.0000000,696	115580.00000	115580,00000	115580																		
SPFB.RTS-12.18,1,08/11/18,10:47,115640.0000000,115770.0000000,115640.0000000,115720.0000000,2208	115640.00000	115640,00000	115640																		
SPFB.RTS-12.18,1,08/11/18,10:48,115730.0000000,115870.0000000,115700.0000000,115820.0000000,1189	115730.00000	115730,00000	115730																		
SPFB.RTS-12.18,1,08/11/18,10:49,115830.0000000,115840.0000000,115720.0000000,115780.0000000,644	115830.00000	115830,00000	115830																		
SPFB.RTS-12.18,1,08/11/18,10:50,115790.0000000,115800.0000000,115650.0000000,115670.0000000,595	115790.00000	115790,00000	115790																		
SPFB.RTS-12.18,1,08/11/18,10:51,115680.0000000,115690.0000000,115630.0000000,115670.0000000,435	115680.00000	115680,00000	115680																		
SPFB.RTS-12.18,1,08/11/18,10:52,115680.0000000,115680.0000000,115610.0000000,115650.0000000,379	115680.00000	115680,00000	115680																		
SPFB.RTS-12.18,1,08/11/18,10:53,115660.0000000,115670.0000000,115620.0000000,115650.0000000,183	115660.00000	115660,00000	115660																		
SPFB.RTS-12.18,1,08/11/18,10:54,115640.0000000,115730.0000000,115630.0000000,115700.0000000,506	115640.00000	115640,00000	115640																		
SPFB.RTS-12.18,1,08/11/18,10:55,115710.0000000,115740.0000000,115670.0000000,115690.0000000,238	115710.00000	115710,00000	115710																		
SPFB.RTS-12.18,1,08/11/18,10:56,115680.0000000,115780.0000000,115660.0000000,115750.0000000,459	115680.00000	115680,00000	115680																		
SPFB.RTS-12.18,1,08/11/18,10:57,115750.0000000,115790.0000000,115730.0000000,115730.0000000,473	115750.00000	115750,00000	115750																		
SPFB.RTS-12.18,1,08/11/18,10:58,115730.0000000,115790.0000000,115720.0000000,115770.0000000,197	115730.00000	115730,00000	115730																		
SPFB.RTS-12.18,1,08/11/18,10:59,115760.0000000,115790.0000000,115680.0000000,115690.0000000,263	115760.00000	115760,00000	115760																		
SPFB.RTS-12.18,1,08/11/18,11:00,115700.0000000,115760.0000000,115680.0000000,115760.0000000,477	115700.00000	115700,00000	115700																		
SPFB.RTS-12.18,1,08/11/18,11:01,115750.0000000,115790.0000000,115680.0000000,115780.0000000,1040	115750.00000	115750,00000	115750																		
SPFB.RTS-12.18,1,08/11/18,11:02,115780.0000000,115990.0000000,115780.0000000,115980.0000000,1632	115780.00000	115780,00000	115780																		
SPFB.RTS-12.18,1,08/11/18,11:03,115980.0000000,116020.0000000,115920.0000000,115950.0000000,1094	115980.00000	115980,00000	115980																		
SPFB.RTS-12.18,1,08/11/18,11:04,115940.0000000,116070.0000000,115920.0000000,116030.0000000,1063	115940.00000	115940,00000	115940																		
SPFB.RTS-12.18,1,08/11/18,11:05,116040.0000000,116060.0000000,116000.0000000,116050.0000000,708	116040.00000	116040,00000	116040																		
SPFB.RTS-12.18,1,08/11/18,11:06,116050.0000000,116050.0000000,115990.0000000,115990.0000000,746	116050.00000	116050,00000	116050																		
SPFB.RTS-12.18,1,08/11/18,11:07,116000.0000000,116020.0000000,115980.0000000,116000.0000000,684	116000.00000	116000,00000	116000																		
SPFB.RTS-12.18,1,08/11/18,11:08,116000.0000000,116010.0000000,115960.0000000,115970.0000000,610	116000.00000	116000,00000	116000																		
SPFB.RTS-12.18,1,08/11/18,11:09,115980.0000000,116010.0000000,115940.0000000,116000.0000000,599	115980.00000	115980,00000	115980																		
SPFB.RTS-12.18,1,08/11/18,11:10,116000.0000000,116010.0000000,115970.0000000,115980.0000000,264	116000.00000	116000,00000	116000																		
SPFB.RTS-12.18,1,08/11/18,11:11,115990.0000000,116120.0000000,115960.0000000,116090.0000000,1045	115990.00000	115990,00000	115990																		
SPFB.RTS-12.18,1,08/11/18,11:12,116090.0000000,116130.0000000,116060.0000000,116100.0000000,861	116090.00000	116090,00000	116090																		
SPFB.RTS-12.18,1,08/11/18,11:13,116090.0000000,116220.0000000,116090.0000000,116170.0000000,1210	116090.00000	116090,00000	116090																		
SPFB.RTS-12.18,1,08/11/18,11:14,116150.0000000,116160.0000000,116070.0000000,116090.0000000,636	116150.00000	116150,00000	116150																		
SPFB.RTS-12.18,1,08/11/18,11:15,116090.0000000,116100.0000000,116050.0000000,116080.0000000,582	116090.00000	116090,00000	116090																		
SPFB.RTS-12.18,1,08/11/18,11:16,116080.0000000,116130.0000000,116070.0000000,116080.0000000,375	116080.00000	116080,00000	116080																		
SPFB.RTS-12.18,1,08/11/18,11:17,116100.0000000,116100.0000000,116050.0000000,116070.0000000,306	116100.00000	116100,00000	116100																		
SPFB.RTS-12.18,1,08/11/18,11:18,116070.0000000,116090.0000000,116040.0000000,116040.0000000,314	116070.00000	116070,00000	116070																		
SPFB.RTS-12.18,1,08/11/18,11:19,116040.0000000,116100.0000000,116040.0000000,116050.0000000,342	116040.00000	116040,00000	116040																		
SPFB.RTS-12.18,1,08/11/18,11:20,116050.0000000,116160.0000000,116050.0000000,116160.0000000,579	116050.00000	116050,00000	116050																		
SPFB.RTS-12.18,1,08/11/18,11:21,116170.0000000,116200.0000000,116120.0000000,116120.0000000,921	116170.00000	116170,00000	116170																		
SPFB.RTS-12.18,1,08/11/18,11:22,116120.0000000,116150.0000000,116060.0000000,116100.0000000,359	116120.00000	116120,00000	116120																		
SPFB.RTS-12.18,1,08/11/18,11:23,116090.0000000,116140.0000000,116070.0000000,116080.0000000,337	116090.00000	116090,00000	116090																		
SPFB.RTS-12.18,1,08/11/18,11:24,116080.0000000,116110.0000000,116050.0000000,116100.0000000,458	116080.00000	116080,00000	116080																		
SPFB.RTS-12.18,1,08/11/18,11:25,116120.0000000,116180.0000000,116110.0000000,116170.0000000,398	116120.00000	116120,00000	116120																		
SPFB.RTS-12.18,1,08/11/18,11:26,116180.0000000,116190.0000000,116120.0000000,116120.0000000,279	116180.00000	116180,00000	116180																		
SPFB.RTS-12.18,1,08/11/18,11:27,116120.0000000,116150.0000000,116090.0000000,116090.0000000,370	116120.00000	116120,00000	116120																		
SPFB.RTS-12.18,1,08/11/18,11:28,116090.0000000,116200.0000000,116080.0000000,116180.0000000,572	116090.00000	116090,00000	116090																		
SPFB.RTS-12.18,1,08/11/18,11:29,116190.0000000,116450.0000000,116180.0000000,116310.0000000,4126	116190.00000	116190,00000	116190																		
SPFB.RTS-12.18,1,08/11/18,11:30,116320.0000000,116420.0000000,116290.0000000,116410.0000000,1884	116320.00000	116320,00000	116320																		
SPFB.RTS-12.18,1,08/11/18,11:31,116410.0000000,116440.0000000,116350.0000000,116360.0000000,1593	116410.00000	116410,00000	116410																		
SPFB.RTS-12.18,1,08/11/18,11:32,116370.0000000,116380.0000000,116320.0000000,116330.0000000,360	116370.00000	116370,00000	116370																		
SPFB.RTS-12.18,1,08/11/18,11:33,116320.0000000,116380.0000000,116320.0000000,116370.0000000,503	116320.00000	116320,00000	116320																		
SPFB.RTS-12.18,1,08/11/18,11:34,116370.0000000,116430.0000000,116360.0000000,116400.0000000,1048	116370.00000	116370,00000	116370																		
SPFB.RTS-12.18,1,08/11/18,11:35,116400.0000000,116430.0000000,116370.0000000,116380.0000000,638	116400.00000	116400,00000	116400																		
SPFB.RTS-12.18,1,08/11/18,11:36,116390.0000000,116460.0000000,116350.0000000,116440.0000000,730	116390.00000	116390,00000	116390																		
SPFB.RTS-12.18,1,08/11/18,11:37,116440.0000000,116560.0000000,116440.0000000,116450.0000000,2096	116440.00000	116440,00000	116440																		
SPFB.RTS-12.18,1,08/11/18,11:38,116460.0000000,116490.0000000,116430.0000000,116480.0000000,572	116460.00000	116460,00000	116460																		
SPFB.RTS-12.18,1,08/11/18,11:39,116480.0000000,116530.0000000,116470.0000000,116500.0000000,696	116480.00000	116480,00000	116480																		
SPFB.RTS-12.18,1,08/11/18,11:40,116500.0000000,116520.0000000,116450.0000000,116520.0000000,378	116500.00000	116500,00000	116500																		
SPFB.RTS-12.18,1,08/11/18,11:41,116520.0000000,116520.0000000,116450.0000000,116490.0000000,407	116520.00000	116520,00000	116520																		
SPFB.RTS-12.18,1,08/11/18,11:42,116500.0000000,116510.0000000,116480.0000000,116480.0000000,593	116500.00000	116500,00000	116500																		
SPFB.RTS-12.18,1,08/11/18,11:43,116490.0000000,116550.0000000,116480.0000000,116490.0000000,759	116490.00000	116490,00000	116490																		
SPFB.RTS-12.18,1,08/11/18,11:44,116500.0000000,116510.0000000,116440.0000000,116440.0000000,501	116500.00000	116500,00000	116500																		
SPFB.RTS-12.18,1,08/11/18,11:45,116440.0000000,116500.0000000,116430.0000000,116490.0000000,428	116440.00000	116440,00000	116440																		
SPFB.RTS-12.18,1,08/11/18,11:46,116480.0000000,116560.0000000,116470.0000000,116520.0000000,998	116480.00000	116480,00000	116480																		
SPFB.RTS-12.18,1,08/11/18,11:47,116510.0000000,116530.0000000,116450.0000000,116500.0000000,361	116510.00000	116510,00000	116510																		
SPFB.RTS-12.18,1,08/11/18,11:48,116510.0000000,116510.0000000,116430.0000000,116430.0000000,431	116510.00000	116510,00000	116510																		
SPFB.RTS-12.18,1,08/11/18,11:49,116420.0000000,116440.0000000,116380.0000000,116400.0000000,779	116420.00000	116420,00000	116420																		
SPFB.RTS-12.18,1,08/11/18,11:50,116400.0000000,116450.0000000,116350.0000000,116440.0000000,977	116400.00000	116400,00000	116400																		
SPFB.RTS-12.18,1,08/11/18,11:51,116440.0000000,116450.0000000,116400.0000000,116400.0000000,357	116440.00000	116440,00000	116440																		
SPFB.RTS-12.18,1,08/11/18,11:52,116390.0000000,116390.0000000,116340.0000000,116350.0000000,482	116390.00000	116390,00000	116390																		
SPFB.RTS-12.18,1,08/11/18,11:53,116340.0000000,116390.0000000,116340.0000000,116380.0000000,363	116340.00000	116340,00000	116340																		
SPFB.RTS-12.18,1,08/11/18,11:54,116390.0000000,116410.0000000,116340.0000000,116360.0000000,363	116390.00000	116390,00000	116390																		
SPFB.RTS-12.18,1,08/11/18,11:55,116350.0000000,116400.0000000,116350.0000000,116380.0000000,142	116350.00000	116350,00000	116350																		
SPFB.RTS-12.18,1,08/11/18,11:56,116380.0000000,116390.0000000,116350.0000000,116380.0000000,223	116380.00000	116380,00000	116380																		
SPFB.RTS-12.18,1,08/11/18,11:57,116390.0000000,116440.0000000,116380.0000000,116410.0000000,439	116390.00000	116390,00000	116390																		
SPFB.RTS-12.18,1,08/11/18,11:58,116400.0000000,116400.0000000,116350.0000000,116370.0000000,230	116400.00000	116400,00000	116400																		
SPFB.RTS-12.18,1,08/11/18,11:59,116370.0000000,116390.0000000,116360.0000000,116390.0000000,91	116370.00000	116370,00000	116370																		
SPFB.RTS-12.18,1,08/11/18,12:00,116400.0000000,116470.0000000,116390.0000000,116460.0000000,448	116400.00000	116400,00000	116400																		
SPFB.RTS-12.18,1,08/11/18,12:01,116460.0000000,116460.0000000,116400.0000000,116420.0000000,491	116460.00000	116460,00000	116460																		
SPFB.RTS-12.18,1,08/11/18,12:02,116400.0000000,116420.0000000,116340.0000000,116370.0000000,487	116400.00000	116400,00000	116400																		
SPFB.RTS-12.18,1,08/11/18,12:03,116370.0000000,116400.0000000,116340.0000000,116340.0000000,178	116370.00000	116370,00000	116370																		
